,分頁,項目,Code,繁中文案,簡中文案,英文文案,韓文文案,zh-TW.json,en-US.json,zh-CN.json,ko-KR.json
,,,coolbitx_referral_t_total_rewards,總獎勵,总奖励,Total Rewards,,"coolbitx_referral_t_total_rewards: ""總獎勵"",","coolbitx_referral_t_total_rewards: ""Total Rewards"",","coolbitx_referral_t_total_rewards: ""总奖励"",","coolbitx_referral_t_total_rewards: """","
,,,coolbitx_referral_t_referral_code,推薦碼,推荐码,Referral Code,,"coolbitx_referral_t_referral_code: ""推薦碼"",","coolbitx_referral_t_referral_code: ""Referral Code"",","coolbitx_referral_t_referral_code: ""推荐码"",","coolbitx_referral_t_referral_code: """","
,,,coolbitx_referral_h_referral_1,每當推薦碼被使用，推薦人返佣 0.4%。,每当推荐码被使用，推荐人返佣 0.4%。,"Whenever a referral code is used, the referrer receives a rebate of 0.4%.",,"coolbitx_referral_h_referral_1: ""每當推薦碼被使用，推薦人返佣 0.4%。"",","coolbitx_referral_h_referral_1: ""Whenever a referral code is used, the referrer receives a rebate of 0.4%."",","coolbitx_referral_h_referral_1: ""每当推荐码被使用，推荐人返佣 0.4%。"",","coolbitx_referral_h_referral_1: """","
,,,coolbitx_referral_h_referral_2,推薦獎勵最低提領 500 USDT，當用戶滿 500 USDT 自動撥款到錢包地址。,推荐奖励最低提领 500 USDT，当用户满 500 USDT 自动拨款到钱包地址。,Minimum withdrawal for referral rewards is 500 USDT. 500 USDT will be auto-withdrawn to the user’s wallet address.,,"coolbitx_referral_h_referral_2: ""推薦獎勵最低提領 500 USDT，當用戶滿 500 USDT 自動撥款到錢包地址。"",","coolbitx_referral_h_referral_2: ""Minimum withdrawal for referral rewards is 500 USDT. 500 USDT will be auto-withdrawn to the user’s wallet address."",","coolbitx_referral_h_referral_2: ""推荐奖励最低提领 500 USDT，当用户满 500 USDT 自动拨款到钱包地址。"",","coolbitx_referral_h_referral_2: """","
,,,coolbitx_referral_h_referral_3,自動撥款時間將會在滿 500 USDT 後 1-3 天匯出，若遇假日則延至下一個工作日。,自动拨款时间将会在满 500 USDT 后 1-3 天汇出，若遇假日则延至下一个工作日。,Withdrawals will be processed within 1 - 3 business days.,,"coolbitx_referral_h_referral_3: ""自動撥款時間將會在滿 500 USDT 後 1-3 天匯出，若遇假日則延至下一個工作日。"",","coolbitx_referral_h_referral_3: ""Withdrawals will be processed within 1 - 3 business days."",","coolbitx_referral_h_referral_3: ""自动拨款时间将会在满 500 USDT 后 1-3 天汇出，若遇假日则延至下一个工作日。"",","coolbitx_referral_h_referral_3: """","
,,,coolbitx_referral_h_referral_4,平台保有隨時對返佣比例調整、活動規則調整的權利，以及活動規則的最終解釋權。,平台保有随时对返佣比例调整、活动规则调整的权利，以及活动规则的最终解释权。,"The platform reserves the right to adjust rebate ratios, activity rules, and their respective final interpretations.",,"coolbitx_referral_h_referral_4: ""平台保有隨時對返佣比例調整、活動規則調整的權利，以及活動規則的最終解釋權。"",","coolbitx_referral_h_referral_4: ""The platform reserves the right to adjust rebate ratios, activity rules, and their respective final interpretations."",","coolbitx_referral_h_referral_4: ""平台保有随时对返佣比例调整、活动规则调整的权利，以及活动规则的最终解释权。"",","coolbitx_referral_h_referral_4: """","
,,,coolbitx_referral_h_referral_5,如發現許任何用戶(含推薦人、被推薦人)之非正常操作行為，所有的返佣以及被推薦人將會被取消。,如发现许任何用户(含推荐人、被推荐人)之非正常操作行为，所有的返佣以及被推荐人将会被取消。,"If any abnormal behavior of any user (including the referrer and the referred) is found, all rebates and accounts will be met with appropriate disqualifications.",,"coolbitx_referral_h_referral_5: ""如發現許任何用戶(含推薦人、被推薦人)之非正常操作行為，所有的返佣以及被推薦人將會被取消。"",","coolbitx_referral_h_referral_5: ""If any abnormal behavior of any user (including the referrer and the referred) is found, all rebates and accounts will be met with appropriate disqualifications."",","coolbitx_referral_h_referral_5: ""如发现许任何用户(含推荐人、被推荐人)之非正常操作行为，所有的返佣以及被推荐人将会被取消。"",","coolbitx_referral_h_referral_5: """","
,,,coolbitx_referral_h_referral_6,推薦人獎金會依照檔期長度除以一年進行比例換算，以 6 個月的檔期為例，獎金將以除 2 進行運算。,推荐人奖金会依照档期长度除以一年进行比例换算，以 6 个月的档期为例，奖金将以除 2 进行运算。,Referral rewards are based on subscription periods proportional to a year. Eg. A 6-month subscription implies 1/2 of the rewards.,,"coolbitx_referral_h_referral_6: ""推薦人獎金會依照檔期長度除以一年進行比例換算，以 6 個月的檔期為例，獎金將以除 2 進行運算。"",","coolbitx_referral_h_referral_6: ""Referral rewards are based on subscription periods proportional to a year. Eg. A 6-month subscription implies 1/2 of the rewards."",","coolbitx_referral_h_referral_6: ""推荐人奖金会依照档期长度除以一年进行比例换算，以 6 个月的档期为例，奖金将以除 2 进行运算。"",","coolbitx_referral_h_referral_6: """","
,,,coolbitx_referral_h_remember_info,記住我,记住我,Remember me,,"coolbitx_referral_h_remember_info: ""記住我"",","coolbitx_referral_h_remember_info: ""Remember me"",","coolbitx_referral_h_remember_info: ""记住我"",","coolbitx_referral_h_remember_info: """","
,,,coolbitx_referral_t_referral_slogan,和朋友一同獲得獎勵！,和朋友一同获得奖励！,Share rewards with your friends!,,"coolbitx_referral_t_referral_slogan: ""和朋友一同獲得獎勵！"",","coolbitx_referral_t_referral_slogan: ""Share rewards with your friends!"",","coolbitx_referral_t_referral_slogan: ""和朋友一同获得奖励！"",","coolbitx_referral_t_referral_slogan: """","
,,,,,,,,,,,
,,,questionnaire_t_title_intro,你知道你真正的<br/>風險承受度嗎？,你知道你真正的<br/>风险承受度吗？,Do you know your own risk tolerance?,,"questionnaire_t_title_intro: ""你知道你真正的<br/>風險承受度嗎？"",","questionnaire_t_title_intro: ""Do you know your own risk tolerance?"",","questionnaire_t_title_intro: ""你知道你真正的<br/>风险承受度吗？"",","questionnaire_t_title_intro: """","
,,,questionnaire_t_desc_intro,選擇與你的風險屬性相同的產品，能讓投資結果最符合你的期待。每一種風險屬性的用戶，都能在這裡找到適合的投資服務。完成問卷並讓我們為你選出絕佳的產品配對吧！,选择与你的风险属性相同的产品，能让投资结果最符合你的期待。每一种风险属性的用户，都能在这里找到适合的投资服务。完成问卷并让我们为你选出绝佳的产品配对吧！,Choosing products that fit your risk tolerance can help make investment results meet your expectations. We have designed products that feed all appetites. Complete the questionnaire to find your perfect match!,,"questionnaire_t_desc_intro: ""選擇與你的風險屬性相同的產品，能讓投資結果最符合你的期待。每一種風險屬性的用戶，都能在這裡找到適合的投資服務。完成問卷並讓我們為你選出絕佳的產品配對吧！"",","questionnaire_t_desc_intro: ""Choosing products that fit your risk tolerance can help make investment results meet your expectations. We have designed products that feed all appetites. Complete the questionnaire to find your perfect match!"",","questionnaire_t_desc_intro: ""选择与你的风险属性相同的产品，能让投资结果最符合你的期待。每一种风险属性的用户，都能在这里找到适合的投资服务。完成问卷并让我们为你选出绝佳的产品配对吧！"",","questionnaire_t_desc_intro: """","
,,,questionnaire_b_begin,開始,开始,Begin,,"questionnaire_b_begin: ""開始"",","questionnaire_b_begin: ""Begin"",","questionnaire_b_begin: ""开始"",","questionnaire_b_begin: """","
,,,questionnaire_t_title,風險屬性測驗,风险属性测验,Risk preference questionnaire,,"questionnaire_t_title: ""風險屬性測驗"",","questionnaire_t_title: ""Risk preference questionnaire"",","questionnaire_t_title: ""风险属性测验"",","questionnaire_t_title: """","
,,,questionnaire_b_back,上一步,上一步,Back,,"questionnaire_b_back: ""上一步"",","questionnaire_b_back: ""Back"",","questionnaire_b_back: ""上一步"",","questionnaire_b_back: """","
,,,questionnaire_b_next,下一步,下一步,Next,,"questionnaire_b_next: ""下一步"",","questionnaire_b_next: ""Next"",","questionnaire_b_next: ""下一步"",","questionnaire_b_next: """","
,,,questionnaire_t_basic_information,基本資料,基本资料,Basic Information,,"questionnaire_t_basic_information: ""基本資料"",","questionnaire_t_basic_information: ""Basic Information"",","questionnaire_t_basic_information: ""基本资料"",","questionnaire_t_basic_information: """","
,,,questionnaire_t_age,年齡,年龄,Age,,"questionnaire_t_age: ""年齡"",","questionnaire_t_age: ""Age"",","questionnaire_t_age: ""年龄"",","questionnaire_t_age: """","
,,,questionnaire_t_age_1,25 歲以下,25 岁以下,Under 25,,"questionnaire_t_age_1: ""25 歲以下"",","questionnaire_t_age_1: ""Under 25"",","questionnaire_t_age_1: ""25 岁以下"",","questionnaire_t_age_1: """","
,,,questionnaire_t_age_2,25-34歲,25-34岁,25-34,,"questionnaire_t_age_2: ""25-34歲"",","questionnaire_t_age_2: ""25-34"",","questionnaire_t_age_2: ""25-34岁"",","questionnaire_t_age_2: """","
,,,questionnaire_t_age_3,35-44歲,35-44岁,35-44,,"questionnaire_t_age_3: ""35-44歲"",","questionnaire_t_age_3: ""35-44"",","questionnaire_t_age_3: ""35-44岁"",","questionnaire_t_age_3: """","
,,,questionnaire_t_age_4,45-54歲,45-54岁,45-54,,"questionnaire_t_age_4: ""45-54歲"",","questionnaire_t_age_4: ""45-54"",","questionnaire_t_age_4: ""45-54岁"",","questionnaire_t_age_4: """","
,,,questionnaire_t_age_5,55-64歲,55-64岁,55-64,,"questionnaire_t_age_5: ""55-64歲"",","questionnaire_t_age_5: ""55-64"",","questionnaire_t_age_5: ""55-64岁"",","questionnaire_t_age_5: """","
,,,questionnaire_t_age_6,65歲以上,65岁以上,65 or above,,"questionnaire_t_age_6: ""65歲以上"",","questionnaire_t_age_6: ""65 or above"",","questionnaire_t_age_6: ""65岁以上"",","questionnaire_t_age_6: """","
,,,questionnaire_t_marital,婚姻狀態,婚姻状态,Marital status,,"questionnaire_t_marital: ""婚姻狀態"",","questionnaire_t_marital: ""Marital status"",","questionnaire_t_marital: ""婚姻状态"",","questionnaire_t_marital: """","
,,,questionnaire_t_marital_1,未婚,未婚,Single,,"questionnaire_t_marital_1: ""未婚"",","questionnaire_t_marital_1: ""Single"",","questionnaire_t_marital_1: ""未婚"",","questionnaire_t_marital_1: """","
,,,questionnaire_t_marital_2,已婚,已婚,Married,,"questionnaire_t_marital_2: ""已婚"",","questionnaire_t_marital_2: ""Married"",","questionnaire_t_marital_2: ""已婚"",","questionnaire_t_marital_2: """","
,,,questionnaire_t_education,教育程度,教育程度,Education,,"questionnaire_t_education: ""教育程度"",","questionnaire_t_education: ""Education"",","questionnaire_t_education: ""教育程度"",","questionnaire_t_education: """","
,,,questionnaire_t_education_1,國小（含以下）,国小（含以下）,Elementary school,,"questionnaire_t_education_1: ""國小（含以下）"",","questionnaire_t_education_1: ""Elementary school"",","questionnaire_t_education_1: ""国小（含以下）"",","questionnaire_t_education_1: """","
,,,questionnaire_t_education_2,國中,国中,Junior high school,,"questionnaire_t_education_2: ""國中"",","questionnaire_t_education_2: ""Junior high school"",","questionnaire_t_education_2: ""国中"",","questionnaire_t_education_2: """","
,,,questionnaire_t_education_3,高中 / 專科,高中 / 专科,High school,,"questionnaire_t_education_3: ""高中 / 專科"",","questionnaire_t_education_3: ""High school"",","questionnaire_t_education_3: ""高中 / 专科"",","questionnaire_t_education_3: """","
,,,questionnaire_t_education_4,大學,大学,University/College,,"questionnaire_t_education_4: ""大學"",","questionnaire_t_education_4: ""University/College"",","questionnaire_t_education_4: ""大学"",","questionnaire_t_education_4: """","
,,,questionnaire_t_education_5,碩士 / 博士,硕士 / 博士,Masters/PhD,,"questionnaire_t_education_5: ""碩士 / 博士"",","questionnaire_t_education_5: ""Masters/PhD"",","questionnaire_t_education_5: ""硕士 / 博士"",","questionnaire_t_education_5: """","
,,,questionnaire_t_industry,行業別,行业别,Industry,,"questionnaire_t_industry: ""行業別"",","questionnaire_t_industry: ""Industry"",","questionnaire_t_industry: ""行业别"",","questionnaire_t_industry: """","
,,,questionnaire_t_industry_1,銀行、金融及保險,银行、金融及保险,"Banking, finance, insurance",,"questionnaire_t_industry_1: ""銀行、金融及保險"",","questionnaire_t_industry_1: ""Banking, finance, insurance"",","questionnaire_t_industry_1: ""银行、金融及保险"",","questionnaire_t_industry_1: """","
,,,questionnaire_t_industry_2,娛樂、傳媒及出版,娱乐、传媒及出版,"Entertainment, media, publishing",,"questionnaire_t_industry_2: ""娛樂、傳媒及出版"",","questionnaire_t_industry_2: ""Entertainment, media, publishing"",","questionnaire_t_industry_2: ""娱乐、传媒及出版"",","questionnaire_t_industry_2: """","
,,,questionnaire_t_industry_3,進出口貿易及批發,进出口贸易及批发,"Import/Export, trade, wholesale",,"questionnaire_t_industry_3: ""進出口貿易及批發"",","questionnaire_t_industry_3: ""Import/Export, trade, wholesale"",","questionnaire_t_industry_3: ""进出口贸易及批发"",","questionnaire_t_industry_3: """","
,,,questionnaire_t_industry_4,製造及建築,制造及建筑,"Manufacturing, construction",,"questionnaire_t_industry_4: ""製造及建築"",","questionnaire_t_industry_4: ""Manufacturing, construction"",","questionnaire_t_industry_4: ""制造及建筑"",","questionnaire_t_industry_4: """","
,,,questionnaire_t_industry_5,公共及政府服務,公共及政府服务,Public and government services,,"questionnaire_t_industry_5: ""公共及政府服務"",","questionnaire_t_industry_5: ""Public and government services"",","questionnaire_t_industry_5: ""公共及政府服务"",","questionnaire_t_industry_5: """","
,,,questionnaire_t_industry_6,房地產,房地产,Real estate,,"questionnaire_t_industry_6: ""房地產"",","questionnaire_t_industry_6: ""Real estate"",","questionnaire_t_industry_6: ""房地产"",","questionnaire_t_industry_6: """","
,,,questionnaire_t_industry_7,教育及醫療,教育及医疗,Education/Medical services,,"questionnaire_t_industry_7: ""教育及醫療"",","questionnaire_t_industry_7: ""Education/Medical services"",","questionnaire_t_industry_7: ""教育及医疗"",","questionnaire_t_industry_7: """","
,,,questionnaire_t_industry_8,物流、資訊及通訊,物流、资讯及通讯,"Logistics, communication services",,"questionnaire_t_industry_8: ""物流、資訊及通訊"",","questionnaire_t_industry_8: ""Logistics, communication services"",","questionnaire_t_industry_8: ""物流、资讯及通讯"",","questionnaire_t_industry_8: """","
,,,questionnaire_t_industry_9,貨幣服務行業（如，外幣收兌處或提供匯款服務）,货币服务行业（如，外币收兑处或提供汇款服务）,"Currency services (eg. foreign currency exchange offices, remittance services)",,"questionnaire_t_industry_9: ""貨幣服務行業（如，外幣收兌處或提供匯款服務）"",","questionnaire_t_industry_9: ""Currency services (eg. foreign currency exchange offices, remittance services)"",","questionnaire_t_industry_9: ""货币服务行业（如，外币收兑处或提供汇款服务）"",","questionnaire_t_industry_9: """","
,,,questionnaire_t_industry_10,專業服務（如：律師、會計師、公證人、地政士、銀樓業、不動產經紀業或 投資仲介為其客戶提供金融關係服務）,专业服务（如：律师、会计师、公证人、地政士、银楼业、不动产经纪业或 投资仲介为其客户提供金融关系服务）,"Professional services (eg. lawyer, accountant, notary)",,"questionnaire_t_industry_10: ""專業服務（如：律師、會計師、公證人、地政士、銀樓業、不動產經紀業或 投資仲介為其客戶提供金融關係服務）"",","questionnaire_t_industry_10: ""Professional services (eg. lawyer, accountant, notary)"",","questionnaire_t_industry_10: ""专业服务（如：律师、会计师、公证人、地政士、银楼业、不动产经纪业或 投资仲介为其客户提供金融关系服务）"",","questionnaire_t_industry_10: """","
,,,questionnaire_t_industry_11,零售、酒店、旅遊及食品服務,零售、酒店、旅游及食品服务,"Retail, hospitality, tourism, food services",,"questionnaire_t_industry_11: ""零售、酒店、旅遊及食品服務"",","questionnaire_t_industry_11: ""Retail, hospitality, tourism, food services"",","questionnaire_t_industry_11: ""零售、酒店、旅游及食品服务"",","questionnaire_t_industry_11: """","
,,,questionnaire_t_industry_12,非營利機構、宗教團體及慈善組織,非营利机构、宗教团体及慈善组织,"Non-profit, religious, and charitable organizations",,"questionnaire_t_industry_12: ""非營利機構、宗教團體及慈善組織"",","questionnaire_t_industry_12: ""Non-profit, religious, and charitable organizations"",","questionnaire_t_industry_12: ""非营利机构、宗教团体及慈善组织"",","questionnaire_t_industry_12: """","
,,,questionnaire_t_industry_13,珠寶、酒類、菸草、交通工具經銷商,珠宝、酒类、烟草、交通工具经销商,"Jewelry, alcohol, tobacco, transportation dealers",,"questionnaire_t_industry_13: ""珠寶、酒類、菸草、交通工具經銷商"",","questionnaire_t_industry_13: ""Jewelry, alcohol, tobacco, transportation dealers"",","questionnaire_t_industry_13: ""珠宝、酒类、烟草、交通工具经销商"",","questionnaire_t_industry_13: """","
,,,questionnaire_t_industry_14,拍賣行業及當鋪,拍卖行业及当铺,"Auction, pawnshop",,"questionnaire_t_industry_14: ""拍賣行業及當鋪"",","questionnaire_t_industry_14: ""Auction, pawnshop"",","questionnaire_t_industry_14: ""拍卖行业及当铺"",","questionnaire_t_industry_14: """","
,,,questionnaire_t_industry_15,賭場、博弈或軍火製造/經銷商,赌场、博弈或军火制造/经销商,"Casino, gaming, arms manufacturing/dealer",,"questionnaire_t_industry_15: ""賭場、博弈或軍火製造/經銷商"",","questionnaire_t_industry_15: ""Casino, gaming, arms manufacturing/dealer"",","questionnaire_t_industry_15: ""赌场、博弈或军火制造/经销商"",","questionnaire_t_industry_15: """","
,,,questionnaire_t_industry_16,其他/不適用（如：學生）,其他/不适用（如：学生）,Other/Not applicable (eg. student),,"questionnaire_t_industry_16: ""其他/不適用（如：學生）"",","questionnaire_t_industry_16: ""Other/Not applicable (eg. student)"",","questionnaire_t_industry_16: ""其他/不适用（如：学生）"",","questionnaire_t_industry_16: """","
,,,questionnaire_t_job_title,職務類別,职务类别,Job title,,"questionnaire_t_job_title: ""職務類別"",","questionnaire_t_job_title: ""Job title"",","questionnaire_t_job_title: ""职务类别"",","questionnaire_t_job_title: """","
,,,questionnaire_t_job_title_1,會計師/稽核人員,会计师/稽核人员,Accountant/Auditor,,"questionnaire_t_job_title_1: ""會計師/稽核人員"",","questionnaire_t_job_title_1: ""Accountant/Auditor"",","questionnaire_t_job_title_1: ""会计师/稽核人员"",","questionnaire_t_job_title_1: """","
,,,questionnaire_t_job_title_2,一般職員,一般职员,General staff,,"questionnaire_t_job_title_2: ""一般職員"",","questionnaire_t_job_title_2: ""General staff"",","questionnaire_t_job_title_2: ""一般职员"",","questionnaire_t_job_title_2: """","
,,,questionnaire_t_job_title_3,工程師,工程师,Engineer,,"questionnaire_t_job_title_3: ""工程師"",","questionnaire_t_job_title_3: ""Engineer"",","questionnaire_t_job_title_3: ""工程师"",","questionnaire_t_job_title_3: """","
,,,questionnaire_t_job_title_4,資訊科技專業人員,资讯科技专业人员,Infotech professional,,"questionnaire_t_job_title_4: ""資訊科技專業人員"",","questionnaire_t_job_title_4: ""Infotech professional"",","questionnaire_t_job_title_4: ""资讯科技专业人员"",","questionnaire_t_job_title_4: """","
,,,questionnaire_t_job_title_5,醫療專業人員,医疗专业人员,Medical professional,,"questionnaire_t_job_title_5: ""醫療專業人員"",","questionnaire_t_job_title_5: ""Medical professional"",","questionnaire_t_job_title_5: ""医疗专业人员"",","questionnaire_t_job_title_5: """","
,,,questionnaire_t_job_title_6,中級管理人員,中级管理人员,Mid-level managers,,"questionnaire_t_job_title_6: ""中級管理人員"",","questionnaire_t_job_title_6: ""Mid-level managers"",","questionnaire_t_job_title_6: ""中级管理人员"",","questionnaire_t_job_title_6: """","
,,,questionnaire_t_job_title_7,退休人士,退休人士,Retiree,,"questionnaire_t_job_title_7: ""退休人士"",","questionnaire_t_job_title_7: ""Retiree"",","questionnaire_t_job_title_7: ""退休人士"",","questionnaire_t_job_title_7: """","
,,,questionnaire_t_job_title_8,高階主管,高阶主管,Senior supervisor,,"questionnaire_t_job_title_8: ""高階主管"",","questionnaire_t_job_title_8: ""Senior supervisor"",","questionnaire_t_job_title_8: ""高阶主管"",","questionnaire_t_job_title_8: """","
,,,questionnaire_t_job_title_9,交易員,交易员,Trader,,"questionnaire_t_job_title_9: ""交易員"",","questionnaire_t_job_title_9: ""Trader"",","questionnaire_t_job_title_9: ""交易员"",","questionnaire_t_job_title_9: """","
,,,questionnaire_t_job_title_10,中小企業主/自僱,中小企业主/自雇,SME owner/Self-employed,,"questionnaire_t_job_title_10: ""中小企業主/自僱"",","questionnaire_t_job_title_10: ""SME owner/Self-employed"",","questionnaire_t_job_title_10: ""中小企业主/自雇"",","questionnaire_t_job_title_10: """","
,,,questionnaire_t_job_title_11,設計師,设计师,Designer,,"questionnaire_t_job_title_11: ""設計師"",","questionnaire_t_job_title_11: ""Designer"",","questionnaire_t_job_title_11: ""设计师"",","questionnaire_t_job_title_11: """","
,,,questionnaire_t_job_title_12,家管,家管,Housekeeper,,"questionnaire_t_job_title_12: ""家管"",","questionnaire_t_job_title_12: ""Housekeeper"",","questionnaire_t_job_title_12: ""家管"",","questionnaire_t_job_title_12: """","
,,,questionnaire_t_job_title_13,律師/法官,律师/法官,Lawyer/Judge,,"questionnaire_t_job_title_13: ""律師/法官"",","questionnaire_t_job_title_13: ""Lawyer/Judge"",","questionnaire_t_job_title_13: ""律师/法官"",","questionnaire_t_job_title_13: """","
,,,questionnaire_t_job_title_14,採購人員,采购人员,Purchaser,,"questionnaire_t_job_title_14: ""採購人員"",","questionnaire_t_job_title_14: ""Purchaser"",","questionnaire_t_job_title_14: ""采购人员"",","questionnaire_t_job_title_14: """","
,,,questionnaire_t_job_title_15,研究及開發人員,研究及开发人员,Research and development staff,,"questionnaire_t_job_title_15: ""研究及開發人員"",","questionnaire_t_job_title_15: ""Research and development staff"",","questionnaire_t_job_title_15: ""研究及开发人员"",","questionnaire_t_job_title_15: """","
,,,questionnaire_t_job_title_16,服務工作/銷售人員,服务工作/销售人员,Services/Sales staff,,"questionnaire_t_job_title_16: ""服務工作/銷售人員"",","questionnaire_t_job_title_16: ""Services/Sales staff"",","questionnaire_t_job_title_16: ""服务工作/销售人员"",","questionnaire_t_job_title_16: """","
,,,questionnaire_t_job_title_17,教師/教育專業人員,教师/教育专业人员,Teacher/Education professional,,"questionnaire_t_job_title_17: ""教師/教育專業人員"",","questionnaire_t_job_title_17: ""Teacher/Education professional"",","questionnaire_t_job_title_17: ""教师/教育专业人员"",","questionnaire_t_job_title_17: """","
,,,questionnaire_t_job_title_18,待業,待业,Unemployed,,"questionnaire_t_job_title_18: ""待業"",","questionnaire_t_job_title_18: ""Unemployed"",","questionnaire_t_job_title_18: ""待业"",","questionnaire_t_job_title_18: """","
,,,questionnaire_t_job_title_19,學生,学生,Student,,"questionnaire_t_job_title_19: ""學生"",","questionnaire_t_job_title_19: ""Student"",","questionnaire_t_job_title_19: ""学生"",","questionnaire_t_job_title_19: """","
,,,questionnaire_t_job_title_20,其他,其他,Other,,"questionnaire_t_job_title_20: ""其他"",","questionnaire_t_job_title_20: ""Other"",","questionnaire_t_job_title_20: ""其他"",","questionnaire_t_job_title_20: """","
,,,questionnaire_t_annual_income,年收入(新臺幣),年收入(新台币),Annual income (USD),,"questionnaire_t_annual_income: ""年收入(新臺幣)"",","questionnaire_t_annual_income: ""Annual income (USD)"",","questionnaire_t_annual_income: ""年收入(新台币)"",","questionnaire_t_annual_income: """","
,,,questionnaire_t_annual_income_1,70 萬以下,70 万以下,Under 25k,,"questionnaire_t_annual_income_1: ""70 萬以下"",","questionnaire_t_annual_income_1: ""Under 25k"",","questionnaire_t_annual_income_1: ""70 万以下"",","questionnaire_t_annual_income_1: """","
,,,questionnaire_t_annual_income_2,70-120萬,70-120万,25k - 40k,,"questionnaire_t_annual_income_2: ""70-120萬"",","questionnaire_t_annual_income_2: ""25k - 40k"",","questionnaire_t_annual_income_2: ""70-120万"",","questionnaire_t_annual_income_2: """","
,,,questionnaire_t_annual_income_3,120-210萬,120-210万,40k - 70k,,"questionnaire_t_annual_income_3: ""120-210萬"",","questionnaire_t_annual_income_3: ""40k - 70k"",","questionnaire_t_annual_income_3: ""120-210万"",","questionnaire_t_annual_income_3: """","
,,,questionnaire_t_annual_income_4,210-300萬,210-300万,70k - 100k,,"questionnaire_t_annual_income_4: ""210-300萬"",","questionnaire_t_annual_income_4: ""70k - 100k"",","questionnaire_t_annual_income_4: ""210-300万"",","questionnaire_t_annual_income_4: """","
,,,questionnaire_t_annual_income_5,300 萬以上,300 万以上,Above 100k,,"questionnaire_t_annual_income_5: ""300 萬以上"",","questionnaire_t_annual_income_5: ""Above 100k"",","questionnaire_t_annual_income_5: ""300 万以上"",","questionnaire_t_annual_income_5: """","
,,,questionnaire_t_purpose_of_investment,理財主要目的,理财主要目的,Purpose of investment,,"questionnaire_t_purpose_of_investment: ""理財主要目的"",","questionnaire_t_purpose_of_investment: ""Purpose of investment"",","questionnaire_t_purpose_of_investment: ""理财主要目的"",","questionnaire_t_purpose_of_investment: """","
,,,questionnaire_t_purpose_of_investment_1,退休計畫,退休计画,Retirement plan,,"questionnaire_t_purpose_of_investment_1: ""退休計畫"",","questionnaire_t_purpose_of_investment_1: ""Retirement plan"",","questionnaire_t_purpose_of_investment_1: ""退休计画"",","questionnaire_t_purpose_of_investment_1: """","
,,,questionnaire_t_purpose_of_investment_2,子女教育基金,子女教育基金,Children’s education fund,,"questionnaire_t_purpose_of_investment_2: ""子女教育基金"",","questionnaire_t_purpose_of_investment_2: ""Children’s education fund"",","questionnaire_t_purpose_of_investment_2: ""子女教育基金"",","questionnaire_t_purpose_of_investment_2: """","
,,,questionnaire_t_purpose_of_investment_3,節稅規劃 / 資產轉移,节税规划 / 资产转移,Tax saving planning/Asset transfer,,"questionnaire_t_purpose_of_investment_3: ""節稅規劃 / 資產轉移"",","questionnaire_t_purpose_of_investment_3: ""Tax saving planning/Asset transfer"",","questionnaire_t_purpose_of_investment_3: ""节税规划 / 资产转移"",","questionnaire_t_purpose_of_investment_3: """","
,,,questionnaire_t_purpose_of_investment_4,購屋資金,购屋资金,Home purchase fund,,"questionnaire_t_purpose_of_investment_4: ""購屋資金"",","questionnaire_t_purpose_of_investment_4: ""Home purchase fund"",","questionnaire_t_purpose_of_investment_4: ""购屋资金"",","questionnaire_t_purpose_of_investment_4: """","
,,,questionnaire_t_purpose_of_investment_5,短期投資計畫,短期投资计画,Short-term investment,,"questionnaire_t_purpose_of_investment_5: ""短期投資計畫"",","questionnaire_t_purpose_of_investment_5: ""Short-term investment"",","questionnaire_t_purpose_of_investment_5: ""短期投资计画"",","questionnaire_t_purpose_of_investment_5: """","
,,,questionnaire_t_liquid_capital_hold,可隨時動用的資金有多少？(新台幣),可随时动用的资金有多少？ (新台币),How much liquid capital do you hold? (USD),,"questionnaire_t_liquid_capital_hold: ""可隨時動用的資金有多少？(新台幣)"",","questionnaire_t_liquid_capital_hold: ""How much liquid capital do you hold? (USD)"",","questionnaire_t_liquid_capital_hold: ""可随时动用的资金有多少？ (新台币)"",","questionnaire_t_liquid_capital_hold: """","
,,,questionnaire_t_liquid_capital_hold_1,50 萬以下,50 万以下,Under 20k,,"questionnaire_t_liquid_capital_hold_1: ""50 萬以下"",","questionnaire_t_liquid_capital_hold_1: ""Under 20k"",","questionnaire_t_liquid_capital_hold_1: ""50 万以下"",","questionnaire_t_liquid_capital_hold_1: """","
,,,questionnaire_t_liquid_capital_hold_2,50-100萬,50-100万,20k - 35k,,"questionnaire_t_liquid_capital_hold_2: ""50-100萬"",","questionnaire_t_liquid_capital_hold_2: ""20k - 35k"",","questionnaire_t_liquid_capital_hold_2: ""50-100万"",","questionnaire_t_liquid_capital_hold_2: """","
,,,questionnaire_t_liquid_capital_hold_3,100-300萬,100-300万,35k - 105k,,"questionnaire_t_liquid_capital_hold_3: ""100-300萬"",","questionnaire_t_liquid_capital_hold_3: ""35k - 105k"",","questionnaire_t_liquid_capital_hold_3: ""100-300万"",","questionnaire_t_liquid_capital_hold_3: """","
,,,questionnaire_t_liquid_capital_hold_4,300-1000萬,300-1000万,105k - 350k,,"questionnaire_t_liquid_capital_hold_4: ""300-1000萬"",","questionnaire_t_liquid_capital_hold_4: ""105k - 350k"",","questionnaire_t_liquid_capital_hold_4: ""300-1000万"",","questionnaire_t_liquid_capital_hold_4: """","
